"loc","loc.correct","Freq"
"brazil_sao paulo_cananeia_vila ariri","",2
"brazil_sao paulo_cananeia_with cordate broadly ovate leaves","",2
"brazil_sao paulo_cananeia, ilha cardoso","",2
"brazil_sao paulo_cananeia, ilha cardoso_manguezal rio sitio grande","",2
"brazil_sao paulo_cananeia|near a fishing","",2
"brazil_sao paulo_cananeia|near a fishing_south end of the island","",2
"brazil_sao paulo_cananeis","",2
"brazil_sao paulo_cananeis_south tip of island of ilha comprida","",2
"brazil_sao paulo_cantareira_cantareira","",2
"brazil_sao paulo_capao bonito_nucleo saibadela","",2
"brazil_sao paulo_capao bonito_trilha bocaina em direcao a gruta maozinha e gruta minotauro","",2
"brazil_sao paulo_capital sao paulo","",2
"brazil_sao paulo_capital_reserva estadual fontes ipiranga","",2
"brazil_sao paulo_capivari_fazenda sabesp ao final estrada capivara","",2
"brazil_sao paulo_capivari_fazenda sabesp, final estrada capivara","",2
"brazil_sao paulo_caraguatatuba_23 km s of caraguatatuba","",2
"brazil_sao paulo_caraguatatuba_23km s of caraguatatuba","",2
"brazil_sao paulo_caraguatatuba_along road 12","",2
"brazil_sao paulo_caraguatatuba_along road 12 15km n from city of caraguatatuba towards paraibuna","",2
"brazil_sao paulo_caraguatatuba_alto serra caraguatatuba","",2
"brazil_sao paulo_caraguatatuba_an der strasse nach natividade serra","",2
"brazil_sao paulo_caraguatatuba_bairro cidade jardim","",2
"brazil_sao paulo_caraguatatuba_estadual serra mar nucleocaraguatatuba, estrada intermediaria","",2
"brazil_sao paulo_caraguatatuba_estrada para a captacao rio claro","",2
"brazil_sao paulo_caraguatatuba_estrada petrobras, proximo ao topo morro a esquerda estrada","",2
"brazil_sao paulo_caraguatatuba_estrada petrobras, subida para a esquerda estrada","",2
"brazil_sao paulo_caraguatatuba_estrada petrobras, subida para o morro esquerda estrada","",2
"brazil_sao paulo_caraguatatuba_floresta umida bem preservada","",2
"brazil_sao paulo_caraguatatuba_grande populacao no barranco ao lado estrada","",2
"brazil_sao paulo_caraguatatuba_jacarezinho","",2
"brazil_sao paulo_caraguatatuba_na beira estrada","",2
"brazil_sao paulo_caraguatatuba_parque estacao serra mar estrada limeira","",2
"brazil_sao paulo_caraguatatuba_parque estadual serra domar, estrada intermediaria","",2
"brazil_sao paulo_caraguatatuba_parque estadual serra mar estrada intermedia","",2
"brazil_sao paulo_caraguatatuba_parque estadual serra mar nucleo caraguatatuba, estrada intermediaria","",2
"brazil_sao paulo_caraguatatuba_road ne from sp, parque estadual caraguatatuba","",2
"brazil_sao paulo_caraguatatuba_rodovia caraguatatuba ubatuba","",2
"brazil_sao paulo_caraguatatuba_salesopolis caraguatatuba","",2
"brazil_sao paulo_caraguatatuba_san jose campos road","",2
"brazil_sao paulo_caraguatatuba_sao paulo","",2
"brazil_sao paulo_caraguatatuba_selesopolis","",2
"brazil_sao paulo_caraguatatuba_serra caraguatatuba","",2
"brazil_sao paulo_caraguatatuba_serra mar base gravi","",2
"brazil_sao paulo_caraguatatuba_southern outskirts of city of caraguatatuba","",2
"brazil_sao paulo_caraguatuba","",2
"brazil_sao paulo_caraguatuba_serra mar","",2
"brazil_sao paulo_carapicuiba_p#?#roximo ao tanque lavanderia uma casa na av","",2
"brazil_sao paulo_carapicuiba_parnaiba sul","",2
"brazil_sao paulo_carapicuiba_parque paturis","",2
"brazil_sao paulo_carapicuiba_sitio sao estevao","",2
"brazil_sao paulo_caverna diabo","",2
"brazil_sao paulo_centre of iguape island","",2
"brazil_sao paulo_centre of iguape island_centre of iguape island","",2
"brazil_sao paulo_cerca 5km planalto sul em direcao a teodoro sampaio","",2
"brazil_sao paulo_cerrado anibal","",2
"brazil_sao paulo_cerrado fazgran","",2
"brazil_sao paulo_cesario lange_estrada 143","",2
"brazil_sao paulo_chacara localizada apos aproximadamente 3 km em estrada viscinal_chacara localizada apos aproximadamente 3 km em estrada viscinal, partindo entrada no km 72 rodovia raposo tavares","",2
"brazil_sao paulo_chacaras mogiano","",2
"brazil_sao paulo_chacaras mogiano_chacaras mogiano","",2
"brazil_sao paulo_cientec_cientec","",2
"brazil_sao paulo_cientec_parque estado","",2
"brazil_sao paulo_circa 10 km due south f center of sao paulo","",2
"brazil_sao paulo_circa 100 m n lugarejo agudo_na estrada para pedra bela","",2
"brazil_sao paulo_circa 2 km s sede ilha cardoso","",2
"brazil_sao paulo_circa 2 km s sede ilha cardoso_circa 2 km s sede ilha cardoso","",2
"brazil_sao paulo_circa 30 km s of park headquarters_carlos botelho state park, circa 30 km s of park headquarters","",2
"brazil_sao paulo_circa 36 km from juquia on the road to sete barras","",2
"brazil_sao paulo_circa 36 km from juquia on the road to sete barras_circa 36 km from juquia on the road to sete barras","",2
"brazil_sao paulo_circa 7 km south of town of itirapina","",2
"brazil_sao paulo_circa 7 km south of town of itirapina_circa 7 km south of town of itirapina","",2
"brazil_sao paulo_circa 7 km west of rr tracks in city of itirapina","",2
"brazil_sao paulo_circa 7km west of rr crossing at city of itirapina_along road to brotas","",2
"brazil_sao paulo_circa 7km west of rr tracks in city of itirapina","",2
"brazil_sao paulo_city of sao paulo","",2
"brazil_sao paulo_coastal region","",2
"brazil_sao paulo_coastal region_coastal region","",2
"brazil_sao paulo_coletada a partir cultivo em estufa material proveniente proprio municipio","",2
"brazil_sao paulo_coletada na serra japi","",2
"brazil_sao paulo_coletado nas proximidades municipio guaruja","",2
"brazil_sao paulo_coletado nas proximidades municipio itirapina","",2
"brazil_sao paulo_condominio edificio laranjeiras","",2
"brazil_sao paulo_condominio jardim montanha","",2
"brazil_sao paulo_coronel machado","",2
"brazil_sao paulo_coronel machado_coronel machado","",2
"brazil_sao paulo_corumbatai_along br","",2
"brazil_sao paulo_corumbatai_area protecao ambiental unesp","",2
"brazil_sao paulo_corumbatai_cult","",2
"brazil_sao paulo_corumbatai_estrada washington luiz","",2
"brazil_sao paulo_corumbatai_filho","",2
"brazil_sao paulo_corumbatai_habitat","",2
"brazil_sao paulo_corumbatai_marinis","",2
"brazil_sao paulo_corumbatai_morro pelado","",2
"brazil_sao paulo_corumbatai_nativo em cerrado","",2
"brazil_sao paulo_corumbatai_nativo em cerrado proximo a rodovia wash","",2
"brazil_sao paulo_corumbatai_pesque e pague corumbatai","",2
"brazil_sao paulo_corumbatai_reserva","",2
"brazil_sao paulo_corumbatai_reserva campo cerrado corumbatai","",2
"brazil_sao paulo_corumbatai_serra rio","",2
"brazil_sao paulo_corumbatai_sitio sao sebastiao fragmento floresta estacional semidecidual","",2
"brazil_sao paulo_corumbatai_sp 310","",2
"brazil_sao paulo_cotia_caucaia","",2
"brazil_sao paulo_cotia_fragmento vegetacao secundaria","",2
"brazil_sao paulo_cotia_proximo ao km 50 rodovia sp 250","",2
"brazil_sao paulo_cotia_reserva florestal morro grande, area aberta proximo a represa a beira linha ferroviaria que corta a reserva","",2
"brazil_sao paulo_cratera","",2
"brazil_sao paulo_cravinhos_cravinhos","",2
"brazil_sao paulo_cristais paulista_estrada franca","",2
"brazil_sao paulo_cruzamento entre as rodovias fernao dias e rodovia dom pedro 1º","",2
"brazil_sao paulo_cruzamento entre rod","",2
"brazil_sao paulo_cruzeiro quinhentista","",2
"brazil_sao paulo_cruzeiro quinhentista_cruzeiro quinhentista","",2
"brazil_sao paulo_cruzeiro_serra marins","",2
"brazil_sao paulo_cruzeiro_swamps at edge of town","",2
"brazil_sao paulo_cubat_cubat","",2
"brazil_sao paulo_cubatao_2 km ne ultra fertil","",2
"brazil_sao paulo_cubatao_bairro fabril","",2
"brazil_sao paulo_cubatao_ca 4km the industrial area of cubatao","",2
"brazil_sao paulo_cubatao_ca 5km nw carbo cloro","",2
"brazil_sao paulo_cubatao_cerca 5km nw carbo cloro","",2
"brazil_sao paulo_cubatao_circa 2 km ne ultra fertil","",2
"brazil_sao paulo_cubatao_circa 2 km nw fabrica ultra fertil","",2
"brazil_sao paulo_cubatao_circa 2 m ne ultra fertil","",2
"brazil_sao paulo_cubatao_circa 2km ne ultra fertil","",2
"brazil_sao paulo_cubatao_estrada mar","",2
"brazil_sao paulo_cubatao_estrada mar area afetada pela poluicao atmosferica","",2
"brazil_sao paulo_cubatao_estrada velha mar santos","",2
"brazil_sao paulo_cubatao_lagoa azul","",2
"brazil_sao paulo_cubatao_parque ecologico municipal pereque","",2
"brazil_sao paulo_cubatao_serra mar","",2
"brazil_sao paulo_cubitao","",2
"brazil_sao paulo_cubitao_cubitao","",2
"brazil_sao paulo_cultivada em piracicaba sp","",2
"brazil_sao paulo_cultivada no jardim botanico sao paulo","",2
"brazil_sao paulo_cultivada no jardim botanico sao paulo_cultivada no jardim botanico sao paulo","",2
"brazil_sao paulo_cunha_ao lado cunha","",2
"brazil_sao paulo_cunha_ao lado estacao fito ecologica folha cartografica sf","",2
"brazil_sao paulo_cunha_cunha res","",2
"brazil_sao paulo_cunha_e","",2
"brazil_sao paulo_cunha_eira estrada ao longo rio paraibuna","",2
"brazil_sao paulo_cunha_estacao experiemental serra mar nucleo cunha","",2
"brazil_sao paulo_cunha_estacao experimental serra mar nucleo cunha trilha nascente rio bonito","",2
"brazil_sao paulo_cunha_estacao experimental serra mar nucleocunha trilha bacia experimental","",2
"brazil_sao paulo_cunha_estacao experimental serra mar nucleocunha trilha bacia experimental a","",2
"brazil_sao paulo_cunha_estacao experimental serra mar nucleocunho","",2
"brazil_sao paulo_cunha_estada em direcao a trilha rio bonito","",2
"brazil_sao paulo_cunha_estrada em diracao rio bonito","",2
"brazil_sao paulo_cunha_estrada em direcao a trilha rio bonito, a beira estrada","",2
"brazil_sao paulo_cunha_estrada em direcao a trilha rio bonito, floresta ombrofila densa a beira estrada","",2
"brazil_sao paulo_cunha_estrada em direcao ao rio bonito","",2
"brazil_sao paulo_cunha_estrada em direcao atrilha rio bonito, florest a beira estrada","",2
"brazil_sao paulo_cunha_estrada em direcao trilha rio bonito","",2
"brazil_sao paulo_cunha_estrda em direcao a trilha rio bonito","",2
"brazil_sao paulo_cunha_nucleo cunha paque estadual serra mar","",2
"brazil_sao paulo_cunha_p","",2
"brazil_sao paulo_cunha_parque estacao serra mar","",2
"brazil_sao paulo_cunha_parque estadual erra mar","",2
"brazil_sao paulo_cunha_parque estadual nucleo cunha","",2
"brazil_sao paulo_cunha_parque estadual sera mar, mata tropical pluvial altitude em fase regeneracao","",2
"brazil_sao paulo_cunha_parque estadual serra dp mar","",2
"brazil_sao paulo_cunha_parque estadual serra mar estrada acesso ao nucleo","",2
"brazil_sao paulo_cunha_parque estadual serrado mar, estrada municipal","",2
"brazil_sao paulo_cunha_pe serra mar","",2
"brazil_sao paulo_cunha_perto serra mar","",2
"brazil_sao paulo_cunha_pesm nucleo cunha","",2
"brazil_sao paulo_cunha_reserva","",2
"brazil_sao paulo_cunha_reserva florestal, beira estrada cunha parati","",2
"brazil_sao paulo_cunha_reserva, proximo parque serra mar","",2
"brazil_sao paulo_cunha_serra cunha","",2
"brazil_sao paulo_cunha_sf","",2
"brazil_sao paulo_cunha_trilha nascente rio bonito","",2
"brazil_sao paulo_curitibanos","",2
"brazil_sao paulo_curitibanos_curitibanos","",2
"brazil_sao paulo_curso taxoomia campo usp","",2
"brazil_sao paulo_da sao jose campos","",2
"brazil_sao paulo_da sao jose campos_da sao jose campos","",2
"brazil_sao paulo_de jureia_estado ecol","",2
"brazil_sao paulo_de monte alegre para amparo","",2
"brazil_sao paulo_dejundia","",2
"brazil_sao paulo_dejundiai","",2
"brazil_sao paulo_dejundiai_serra japi nw outskirts of city of serra negra","",2
"brazil_sao paulo_deparmanto ecologia_universidade estadual paulista","",2
"brazil_sao paulo_dewachen","",2
"brazil_sao paulo_dewachen_dewachen","",2
"brazil_sao paulo_diadema_parque estadual serra mar","",2
"brazil_sao paulo_diadema_parque estadual serra mar marsilac","",2
"brazil_sao paulo_disjunct cerrado area of several hundred sq","",2
"brazil_sao paulo_distriti marsilac","",2
"brazil_sao paulo_distrito itaqueri","",2
"brazil_sao paulo_distrito sao francisco xavier_distrito sao francisco xavier","",2
"brazil_sao paulo_divisa com bertioga","",2
"brazil_sao paulo_dr itirapina","",2
"brazil_sao paulo_dr itirapina_along road east from the rr at itirapina","",2
"brazil_sao paulo_e","",2
"brazil_sao paulo_eastern boundary of municipio mairipora","",2
"brazil_sao paulo_eldorado paulista_eldorado paulista","",2
"brazil_sao paulo_eldorado paulista_nucleo caverna diabo parque estadual jacupiranga","",2
"brazil_sao paulo_eldorado_6 10 km from caverna diabo","",2
"brazil_sao paulo_eldorado_cahoeira sapatu","",2
"brazil_sao paulo_eldorado_caverna diabo vale ribeira","",2
"brazil_sao paulo_eldorado_caverno diabo","",2
"brazil_sao paulo_eldorado_caverno diabo to eldorado","",2
"brazil_sao paulo_eldorado_estadual jacuripiranga","",2
"brazil_sao paulo_eldorado_fazenda caraita","",2
"brazil_sao paulo_eldorado_jacupiranga","",2
"brazil_sao paulo_eldorado_lado direito rodovia sp 165","",2
"brazil_sao paulo_eldorado_mata atlantica","",2
"brazil_sao paulo_eldorado_nativa na rodovia p","",2
"brazil_sao paulo_eldorado_p estadual jacupiranga","",2
"brazil_sao paulo_eldorado_p estadual jucuripiranga","",2
"brazil_sao paulo_eldorado_paque estadual jacupiranga","",2
"brazil_sao paulo_eldorado_parque estadual jacupiranga nucleo caverno diabo","",2
"brazil_sao paulo_eldorado_parque estadual jacupiranga nucleo cedro","",2
"brazil_sao paulo_eldorado_parque estadual jacupitanga","",2
"brazil_sao paulo_eldorado_parque estadula jacupiranga","",2
"brazil_sao paulo_eldorado_parque nos arredores caverna","",2
"brazil_sao paulo_eldorado_paruqe estadual jacupiranga","",2
"brazil_sao paulo_eldorado_pe jacupiranga","",2
"brazil_sao paulo_eldorado_ponto informacoes turisticas eldorado","",2
"brazil_sao paulo_eldorado_rodovia eldorado","",2
"brazil_sao paulo_elimite entre os municipios mogi cruzes e salesopolis","",2
"brazil_sao paulo_em beira mata","",2
"brazil_sao paulo_em beira mata_em beira mata","",2
"brazil_sao paulo_em gramado","",2
"brazil_sao paulo_em mata","",2
"brazil_sao paulo_embu guacu_distrito cipo","",2
"brazil_sao paulo_entrada para o bairro barreiros","",2
"brazil_sao paulo_entre 1130 e 1200m altitude","",2
"brazil_sao paulo_entre 44o 52´ 54´´ e 44o 52´ 48´´ w","",2
"brazil_sao paulo_entre amparo e monte alegre","",2
"brazil_sao paulo_entre braganca e joanopolis","",2
"brazil_sao paulo_entre campos jordao e pirangucu","",2
"brazil_sao paulo_entre campos jordao e pirangucu_entre campos jordao e pirangucu","",2
"brazil_sao paulo_entre monteiro lobato e campo jordao","",2
"brazil_sao paulo_entre monteiro lobato e campos jordao","",2
"brazil_sao paulo_esta","",2
"brazil_sao paulo_estacao biol_gica boraceia","",2
"brazil_sao paulo_estacao biolobical boraceia_estado sao paulo","",2
"brazil_sao paulo_estacao biologica","",2
"brazil_sao paulo_estacao biologica boracea","",2
"brazil_sao paulo_estacao biologica boracea_estacao biologica boracea","",2
"brazil_sao paulo_estacao biologica boraceia a caminho para a barragem ribeirao campo","",2
"brazil_sao paulo_estacao biologica_estacao biologica","",2
"brazil_sao paulo_estacao biologicado alto serra paranapiacaba","",2
"brazil_sao paulo_estacao campo grande_estacao biologica","",2
"brazil_sao paulo_estacao ecol_gica caetetus","",2
"brazil_sao paulo_estacao ecologica","",2
"brazil_sao paulo_estacao ecologica catetus","",2
"brazil_sao paulo_estacao ecologica catetus divisa unidade conservacao com propriedade rurais e plantacoes eucalipto","",2
"brazil_sao paulo_estacao ecologica chaus","",2
"brazil_sao paulo_estacao ecologica e experimental itirapina","",2
"brazil_sao paulo_estacao ecologica itapina","",2
"brazil_sao paulo_estacao ecologica itirapina","",2
"brazil_sao paulo_estacao ecologica japi","",2
"brazil_sao paulo_estacao ecologica olavo amaral ferraz","",2
"brazil_sao paulo_estacao ecologica rebeirao","",2
"brazil_sao paulo_estacao ecologica ribeirao","",2
"brazil_sao paulo_estacao ecologica riberiao preto","",2
"brazil_sao paulo_estacao ecologicade caetetus","",2
"brazil_sao paulo_estacao experimental itirapira","",2
"brazil_sao paulo_estacao experimental pariquera acu","",2
"brazil_sao paulo_estacao experimental serra mar nucleocunha trilha pedreira","",2
"brazil_sao paulo_estacao visconde rio claro","",2
"brazil_sao paulo_estao biolgica boracia","",2
"brazil_sao paulo_estrada a caminho base","",2
"brazil_sao paulo_estrada acesso a barra turvo","",2
"brazil_sao paulo_estrada amparo pedreira","",2
"brazil_sao paulo_estrada amparo pedreira_estrada amparo pedreira","",2
"brazil_sao paulo_estrada antas","",2
"brazil_sao paulo_estrada antas_estrada antas","",2
"brazil_sao paulo_estrada armando barbosa almeida","",2
"brazil_sao paulo_estrada armando barbosa almeida_estrada armando barbosa almeida","",2
